Title,Suburb,Bedrooms,Bathrooms,LandArea,FloorArea,PriceDisplay,PropertyType
I8LCWNRQJPDV2Y88NQJ8,Tuakau,4,1,594,,Price by negotiation,House
XONJUXAXD8SD4TWA42X6,City Centre,2,2,,,"Asking price $1,120,000",Apartment
WU1POL74NBE0L5SOZ845,City Centre,2,1,,,"Asking price $360,000",Apartment
NJLPZ1UF6TMT4AME0YSN,Mount Albert,3,2,66,,"Asking price $1,050,700",Townhouse
9VQPJGOORHN7RIUEQOSZ,City Centre,2,2,,,"Asking price $769,000",Apartment
FERTILE MARKET GARDEN - LUXE SCENIC HOME,Pukekohe,4,2,307000,,"Asking price $4,325,000",Dwelling
New Home + Move - In Ready,Henderson,2,1,79,,"Asking price $785,700",Townhouse
CCC is issued - Must be sold!!,Pukekohe,5,4,683,,"Auction on 10 Aug, 9:24?€?am",House
YOG4RXT9MWEKQFF9J8F3,City Centre,1,1,,,"Asking price $860,000",Apartment
TZZENUIIU4JV7GH6OGF3,Pukekohe,3,2,469,,"Auction on 25 Jul, 2:00?€?pm",House
Z1SILMGMFRNP7RKSAVR3,City Centre,2,2,,,"Asking price $690,000",Apartment
6P3P3J4WW0OPC4CHK8SW,City Centre,2,2,,,"Asking price $739,000",Apartment
Affordable Waterfront Section,Glenbrook,,,542,,Price by negotiation,Section
Luxury Sub Penthouse Living,City Centre,3,4,,,Price by negotiation,Apartment
MORTGAGEE SALE,Glen Eden,2,1,,,"Auction on 9 Aug, 9:25?€?am",Apartment
49.9Ha BLANK CANVAS - DESIREABLE LOCATION - HU...,Ararimu,,,499200,,Price by negotiation,Bare land
HZ3GMCW1M9FTP6T1LDHQ,Mount Eden,3,1,,,"Auction on 10 Jul, 10:00?€?am",Unit
KT29J3XVHXIQTSO1ER0C,City Centre,2,2,,,"Asking price $739,000",Apartment
NYUCKOWC00H0S14T7P89,City Centre,1,1,,,Price by negotiation,Apartment
RKFXZS75SN23ILW0A2C9,Oneroa,,,1293,,Price by negotiation,Section
MQWSJT562952SHSZYLTV,Pukekohe,4,2,572,,"Auction on 11 Jul, 2:00?€?pm",House
Discover Your Perfect Home at 33 Oranga Drive!,Westgate,2,1,,,"Asking price $789,000",Townhouse
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 11 Jul, 4:23?€?pm",Townhouse
MORTGAGEE SALE,Manurewa,4,1,675,,"Auction on 8 Aug, 4:21?€?pm",House
Elegant City Living by Waterfront,City Centre,2,2,,,"Asking price $1,120,000",Apartment
weeeeeeeee,Hobsonville,4,2,,,Deadline sale by 8 Jul,House
weeeeeeeee,Hobsonville,4,2,,,Deadline sale by 9 Jul,House
weeeeeeeee,Hobsonville,2,2,,,Deadline sale by 9 Jul,House
weeeeeeeee,Hobsonville,2,2,,,Deadline sale by 9 Jul,House
4HS2D19Z75Q57OULG5TO,City Centre,2,1,,,Price by negotiation,Apartment
HIGH COURT SALE,City Centre,1,1,,,"Auction on 31 Jul, 2:00?€?pm",Unit
Exciting Opportunity Awaits!,Ardmore,1,1,218100,,Deadline sale by 6 Jul,Dwelling
XASMRYA86WETKIVW0XJC,City Centre,2,1,,,"Asking price $285,000",Apartment
U0WUBR5CTVCWW7LVDKNL,Manurewa,,,696,,"For sale by tender,  25 Jul",Section
New Home + Move - In Ready,Henderson,2,1,83,,"Asking price $785,700",Townhouse
Luxury Sub Penthouse Living,City Centre,3,4,,,Price by negotiation,Apartment
MORTGAGEE SALE,Glen Eden,2,1,,,"Auction on 3 Aug, 9:44?€?am",Apartment
"STUNNING POSITION, SUN & RESERVE VIEWS",Pukekohe,3,2,469,,"Auction on 25 Jul, 2:00?€?pm",House
Get start now,Hobsonville,1,1,,,Deadline sale by 4 Jul,House
Try this new beautiful home,Hobsonville,2,2,,,Deadline sale by 3 Aug,House
Try this new beautiful home,Hobsonville,2,2,,,Deadline sale by 3 Aug,House
Best Time to buy dream house,Hobsonville,3,1,,,Deadline sale by 11 Oct,House
Best Time to buy dream house,Hobsonville,2,1,,,"For sale by tender,  10 Aug",House
X5TKNKQWUJRD72TYEC8I,City Centre,1,1,,,"Asking price $599,000",Apartment
HIGH COURT SALE,Papakura,4,1,708,,"Auction on 24 Jul, 2:00?€?pm",House
HIGH COURT SALE,Papakura,4,1,708,,"Auction on 24 Jul, 2:00?€?pm",House
Vendor Says Sell! Seize the Opportunity!,City Centre,2,2,,,Price by negotiation,Apartment
QOLKDESUZJC7U5J4CV5F,City Centre,2,1,,,"Asking price $360,000",Apartment
UPJYEM6L2MQU1VYIALR4,City Centre,2,1,,,Price by negotiation,Apartment
3SFT4XZP3E81RT2DIFJ9,City Centre,2,2,,,"Asking price $299,000",Apartment
2 Bed-Carpark-Great Condition-AGS Zone,City Centre,2,1,,,"Asking price $539,000",Apartment
HIGH COURT SALE,City Centre,1,1,,,Price by negotiation,Apartment
MORTGAGEE SALE,Manurewa,4,1,675,,"Auction on 10 Jul, 2:00?€?pm",House
7NYH2OHAVA4V1DUJF7IM,Waiuku,,,,,"Asking price $270,000 + GST (if any)",Section
ggggggggggggg,Hobsonville,2,6,,,"Auction on 16 Aug, 2:00?€?pm",House
Test carpark,Hobsonville,4,4,,,"Auction on 26 Jul, 3:00?€?pm",House
Metropolis Magnificence,City Centre,1,1,,,"Asking price $575,000",Apartment
JJXVU23NCUN1KHT54YHN,Hunua,5,3,19200,,Price by negotiation,Dwelling
Enchanting Character Home in Central Hotspot!,Pukekohe,4,3,1078,,"Auction on 11 Jul, 2:00?€?pm",House
YA3CIY631JRAYWWK117J,Henderson,1,1,,,"Auction on 26 Jun, 2:00?€?pm",Unit
FREEHOLD CARPARK DOWNTOWN BY WATERFRONT & FERRIES,City Centre,1,1,,,Price by negotiation,House
BRAND NEW FAMILY HOME,Glen Innes,4,2,,,Price by negotiation,House
Blended Families and extended Families Welcome !!,Pukekohe,6,4,512,,Price by negotiation,House
"Sea, Sunsets and Serenity!",Kaiaua,3,2,3100,,Price by negotiation,Dwelling
A Place Called Home!,Mount Albert,3,1,951,,"Auction on 10 Jul, 9:45?€?am",House
KE44GU9MZF06GFTGZKDP,Mount Albert,2,3,76,,"Asking price $1,260,000",Townhouse
Luxury and Elegance on an Urgent Time Frame,Drury,4,3,463,,Price by negotiation,House
"Right Place, Right Price, Right Now!",Pukekohe,3,2,392,,Price by negotiation,House
MORTGAGEE SALE,Otara,2,1,978,,"Auction on 9 Jul, 9:45?€?am",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 10 Jun, 5:01?€?am",Unit
PRIME PARNELL DEVELOPMENT SITE OR DREAM HOME?,Parnell,,,708,,Price by negotiation,Section
Must Sell!,City Centre,2,1,,,"Asking price $549,000",Apartment
"Big Family Home, Central Location",Pukekohe,4,2,847,,"Auction on 8 Jul, 9:44?€?am",House
MORTGAGEE SALE,Albany,,,3698,,"For sale by tender,  2 Jul",Section
MORTGAGEE SALE,Otara,2,1,978,,"Auction on 3 Jul, 2:00?€?pm",House
MORTGAGEE SALE,Mangere,5,3,455,,"Auction on 3 Jul, 2:00?€?pm",House
Test the carpark,Hobsonville,3,2,,,"Asking price $100,000",House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 9 Jun, 3:27?€?pm",Bare land
Great Seaview - Spacious Living by Waterfront,City Centre,2,1,,,"Asking price $129,000",Apartment
"Central, Sunny, Charming",Remuera,3,2,,,"Auction on 26 Jun, 10:00?€?am",House
Solid Brick & Tile Home On Big Section!!,Randwick Park,3,1,643,,"Auction on 12 Jun, 1:00?€?pm",House
Valley School Zone - Affordable Smart Start - ...,Pukekohe,3,2,795,,"Auction on 7 Jul, 3:18?€?pm",House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 9 Jun, 12:35?€?pm",Bare land
'The Pines' Upgraded and Enhanced....,Epsom,2,2,27645,,"Asking price $3,450,000",Apartment
Brand new Greenlane Gem,Greenlane,4,4,,,Price by negotiation,Townhouse
A Place Called Home!,Mount Albert,3,1,951,,"Auction on 7 Jul, 12:23?€?pm",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 9 Jun, 7:10?€?am",House
Get Ready to Thrive in Eastside Drive - Surplu...,Pukekohe,3,2,500,,"Auction on 13 Jun, 2:00?€?pm",House
MODERN LUXURY LIVING,Pukekohe,3,2,419,,"Auction on 6 Jun, 2:00?€?pm",House
"Right Place, Right Price, Right Now!",Pukekohe,3,2,392,,Price by negotiation,House
MORTGAGEE SALE,Torbay,3,3,181,,"Auction on 7 Jul, 7:01?€?am",Townhouse
A Real Winner,Pukekohe,2,1,,,"Auction on 11 Jul, 2:00?€?pm",Unit
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 8 Jun, 3:06?€?pm",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 8 Jun, 3:06?€?pm",Unit
"Enquiries Over $559,000",Te Atatu South,3,3,,,Price by negotiation,Townhouse
Luxurious Metropolis Penthouse with Panoramic ...,City Centre,2,2,,,Price by negotiation,Apartment
CONVENIENCE WITHOUT COMPROMISE,Pukekohe,3,2,410,,"Asking price $899,000",House
Valley School Zone - Affordable Smart Start - ...,Pukekohe,3,2,795,,"Auction on 6 Jul, 2:56?€?pm",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 7 Jun, 10:16?€?am",House
I61W134NGK4V8CUJR6GY,Bombay,6,3,7500,,"Asking price $1,290,000",Dwelling
New Home + Move - In Ready,Henderson,2,1,79,,"Asking price $785,700",Townhouse
Urgent Sale! 150k under CV,City Centre,1,1,,,Price by negotiation,Apartment
Incredible Opportunity by the Britomart Precinct!,City Centre,1,1,,,"Auction on 5 Jul, 10:06?€?am",Apartment
Unparalleled Excellence,Paerata,4,2,642,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 6 Jun, 5:14?€?am",House
Freehold one bedroom in Prime location,City Centre,1,1,,,"Asking price $350,000",Apartment
New Homes Under Construction - Act Now!,Sunnyvale,2,1,,,"Asking price $740,700",Townhouse
MODERN LUXURY LIVING,Pukekohe,3,2,419,,"Auction on 4 Jul, 5:00?€?am",House
Time to start your dream home,Pokeno,,,1000,,"Auction on 5 Jun, 5:15?€?am",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 5 Jun, 5:15?€?am",Apartment
1st Home Perfection 2 Bed & Carpark,City Centre,2,1,,,"Asking price $659,000",Apartment
Sun Space Views + Premium location - Quay West,City Centre,3,2,,,Price by negotiation,Apartment
Motivated vendor says SELL!,City Centre,2,1,,,"Auction on 3 Jul, 9:59?€?am",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 4 Jun, 5:08?€?am",House
Affordable Waterfront Section,Glenbrook,,,563,,Price by negotiation,Section
Approaching Completion - Selling Fast!,Avondale,1,1,,,"Asking price $649,700",Townhouse
Incredible Opportunity by the Britomart Precinct!,City Centre,1,1,,,"Auction on 2 Jul, 9:58?€?am",Apartment
MORTGAGEE SALE,Torbay,3,3,181,,"Auction on 26 Jun, 2:00?€?pm",Townhouse
HIGH COURT SALE,Henderson,1,1,,,"Auction on 26 Jun, 2:00?€?pm",Unit
MORTGAGEE SALE,Papatoetoe,5,2,,,"Auction on 26 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Orakei,2,2,,,"Auction on 26 Jun, 2:00?€?pm",Apartment
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 3 Jun, 5:11?€?am",Bare land
"Ready, set, BUILD",Waiuku,,,651,,Price by negotiation,Section
Sky high home,City Centre,2,2,,,"Asking price $1,649,000",Apartment
Blended Families and extended Families Welcome !!,Pukekohe,6,4,512,,Price by negotiation,House
HIGH COURT SALE,Parnell,1,1,,,"Auction on 1 Jul, 9:56?€?am",Apartment
MORTGAGEE SALE,Torbay,3,3,181,,"Auction on 26 Jun, 2:00?€?pm",Townhouse
HIGH COURT SALE,Henderson,1,1,,,"Auction on 26 Jun, 2:00?€?pm",Unit
MORTGAGEE SALE,Papatoetoe,5,2,,,"Auction on 26 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Orakei,2,2,,,"Auction on 26 Jun, 2:00?€?pm",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Jun, 5:23?€?pm",House
Bank Friendly CBD Living By SkyTower,City Centre,2,1,,,"Asking price $319,000",Apartment
Best Buy in Takapuna,Takapuna,2,1,,,Price by negotiation,Apartment
Great Waterfront Living with 2 Carparks,City Centre,1,1,,,"Asking price $165,000",Apartment
Solid Brick & Tile Home On Big Section!!,Randwick Park,3,1,643,,"Auction on 30 Jun, 5:14?€?pm",House
Magic in Mangatangi!,Mangatangi,3,2,2200,,Price by negotiation,Dwelling
Tranquil Oasis: Your Retreat of Serenity and L...,Patumahoe,5,2,3771,,"Asking price $1,295,000",House
"GRAND HOME, GUEST HOUSE + WORKSHOP ON 3.9HA",Karaka,6,6,39700,,"Asking price $3,590,000",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Jun, 2:11?€?pm",House
"Solid, Spacious, Sunny",Mount Wellington,2,1,,,"Auction on 30 Jun, 2:09?€?pm",Townhouse
Investors! Solid Return NET 7% !,City Centre,2,1,,,"Asking price $299,000",Apartment
Time to start your dream home,Pokeno,,,1000,,"Auction on 2 Jun, 5:13?€?am",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Jun, 5:12?€?am",House
VICTORIA'S VALUE,Pukekohe,4,1,809,,Price by negotiation,House
!!! PRICE REDUCED !!!,Drury,4,2,20300,,"Asking price $1,785,000",Dwelling
Invest in Your Future: Auckland's Hot Spot Awaits!,City Centre,2,2,,,"Auction on 30 Jun, 9:59?€?am",Apartment
"Right Place, Right Price, Right Now!",Pukekohe,3,2,392,,Price by negotiation,House
"Arts, Style, Home!",City Centre,1,1,,,"Asking price $550,000",Apartment
A RENOVATED PICTURE OF PERFECTION,Drury,4,2,10300,,"Auction on 29 Jun, 5:00?€?am",Dwelling
"Right Place, Right Price, Right Now!",Pukekohe,3,2,392,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 31 May, 5:21?€?am",Unit
Legacy Home - Prestigious Arney Road,Remuera,5,4,1522,,Price by negotiation,House
Modern 2 Bedroom Home - CCC Issued!,Mount Albert,2,2,64,,"Asking price $945,000",Townhouse
MORTGAGEE SALE,Surfdale,2,1,809,,"Auction on 28 Jun, 5:04?€?am",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 30 May, 1:58?€?pm",House
House + Barn + Sleepouts on 1.6ha,Omaha,3,2,16276,,"Auction on 27 Jun, 1:16?€?pm",House
New Homes Under Construction - Act Now!,Sunnyvale,2,1,,,"Asking price $740,000",Townhouse
Unlock Urban Chic: Your Key to Modern Living!,Grey Lynn,3,2,,,"Auction on 27 Jun, 1:49?€?pm",Townhouse
HIGH COURT SALE,City Centre,1,1,,,"Auction on 29 May, 2:00?€?pm",Apartment
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 30 May, 1:19?€?pm",Section
House + Barn + Sleepouts on 1.6ha,Omaha,3,2,16276,,"Auction on 27 Jun, 1:16?€?pm",House
Newly Refurbished Home in EGG School Zone,Remuera,3,2,,,"Asking price $1,398,000",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 30 May, 5:12?€?am",Townhouse
"Ready, set, BUILD",Waiuku,,,580,,"Asking price $399,000",Section
Introducing Your Dream Home: Luxurious Living ...,Papakura,4,3,130,,Price by negotiation,House
Cozy City Living - Bank Friendly 1 Bed + 1 Flexi,City Centre,1,1,,,"Asking price $539,000",Apartment
Motivated vendor says SELL!,City Centre,2,1,,,"Auction on 27 Jun, 5:02?€?am",Apartment
6GVI12HDL1E0ZJORQDAS,Pukekohe,3,2,300,,Price by negotiation,House
11 Years Young Ockham Gem,Ellerslie,2,1,,,Price by negotiation,Apartment
BRING THE BUILDER!! - 5656m2,Waiuku,,,5656,,Price by negotiation,Section
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 29 May, 1:54?€?pm",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 29 May, 1:54?€?pm",House
MODERN EQUESTRIAN MASTERPIECE,Glenbrook,5,3,43700,,"Auction on 26 Jun, 1:51?€?pm",Dwelling
VICTORIA'S VALUE,Pukekohe,4,1,809,,Price by negotiation,House
LW0DDICSFUKKQQW8DF9A,Mount Albert,3,3,,,"Asking price $1,080,000",Townhouse
The Ideal Investment - Final Units for Sale,Mount Albert,2,3,,,Price by negotiation,House
HIGH COURT SALE,City Centre,2,1,,,"Auction on 26 Jun, 9:46?€?am",Apartment
Big 110sqm 2 Bed + Carpark & Pet Friendly,City Centre,2,2,,,"Asking price $779,000",Apartment
Urgent Sale - Freehold Harbour View Studio,City Centre,1,1,,,"Asking price $269,000",Apartment
LUXURIOUS PARKSIDE LIVING,Pukekohe,3,1,115,,Price by negotiation,Townhouse
MORTGAGEE SALE,Glen Eden,3,1,,,"Auction on 25 Jun, 9:46?€?am",House
HIGH COURT SALE,Parnell,1,1,,,"Auction on 19 Jun, 2:00?€?pm",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 27 May, 5:13?€?am",House
AW6XSTINGFTKD1VVZN6S,Papakura,4,2,,,Price by negotiation,Townhouse
Replace Double Grammar Gem,Epsom,1,1,,,Price by negotiation,Apartment
MORTGAGEE SALE,Ranui,3,1,809,,"Auction on 24 Jun, 5:00?€?am",House
MORTGAGEE SALE,Grey Lynn,1,1,,,"Auction on 19 Jun, 2:00?€?pm",Apartment
HIGH COURT SALE,Parnell,1,1,,,"Auction on 19 Jun, 2:00?€?pm",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 26 May, 3:48?€?pm",House
MORTGAGEE SALE,Grey Lynn,1,1,,,"Auction on 19 Jun, 2:00?€?pm",Apartment
Time to fulfill your dreams,Pokeno,,,1000,,Deadline sale by 23 Jun,Bare land
8AHRGY20HZTUGH94LNTV,City Centre,2,1,,,Price by negotiation,Apartment
AFFORDABLE : DESIRABLE LOCATION,Pukekohe,3,1,,,Price by negotiation,House
WPCAWJ1CLSH21B00ZDV8,Remuera,2,1,,,"Asking price $1,238,000",Townhouse
Pure Dynamite!,Pukekohe,3,1,439,,"Asking price $799,000",House
Secluded Sanctuary: Your Peaceful Retreat Awaits,Paerata,3,2,979,,"For sale by tender,  12 Jun",House
Enjoy Stunning Sunsets and Harbour views!,City Centre,2,2,,,"Asking price $995,000",Apartment
S6W3HTMY2ML2CDMS98E6,Clarks Beach,3,2,173,,Price by negotiation,House
TSP89MF0BL1CV09GKCFI,City Centre,1,1,,,Price by negotiation,Apartment
4PKY9UXF5E1XQPLQUNP5,Pukekohe,3,2,13800,,"Asking price $1,190,000",Dwelling
MORTGAGEE SALE,Ponsonby,2,1,,,"Auction on 12 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Papakura,3,1,808,,"Auction on 12 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Ranui,3,1,809,,"Auction on 12 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Glen Eden,2,1,507,,"Auction on 12 Jun, 2:00?€?pm",House
0C6CJPZGTPSJJVNYE1XE,Glenbrook,,,563,,Price by negotiation,Section
MORTGAGEE SALE,Ponsonby,2,1,,,"Auction on 12 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Papakura,3,1,808,,"Auction on 12 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Ranui,3,1,809,,"Auction on 12 Jun, 2:00?€?pm",House
MORTGAGEE SALE,Glen Eden,2,1,507,,"Auction on 12 Jun, 2:00?€?pm",House
EH4BOCFPXXVMQFBJP2CO,City Centre,2,2,,,"Asking price $1,220,000",Apartment
3WFO0S96E5C41RWWQI2I,Papakura,4,3,130,,Price by negotiation,House
P05YMHQRS8QR7XXUTSE2,Karaka,4,3,577,,Price by negotiation,House
MK2NH2PV3VBCI6WRV9NR,Ramarama,4,2,42400,,"Asking price $1,375,000",Dwelling
0SVCJDI08FHZHCZSXGM0,Pokeno,4,2,608,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 19 May, 5:19?€?am",House
O5320Y1EBO7M9ZK8WWOI,City Centre,1,1,,,Price by negotiation,House
VENDOR SEEKING OFFERS - LAST ONE!!,Awhitu,,,10100,,"Asking price $399,000",Bare land
LUXURIOUS PARKSIDE LIVING,Pukekohe,3,1,170,,Price by negotiation,Townhouse
Prestige DGZ Townhouse with Views,Remuera,2,2,375,,"Auction on 16 Jun, 5:04?€?am",House
Solid Winner All Round,Pukekohe,2,1,179,,"Asking price $639,000",House
KMNO537Z8NRFUDYDZFDB,Pukekohe,3,1,1012,,Price by negotiation,House
IP6P7F6Z57CT7OTP3CME,Tawharanui Peninsula,3,2,20100,,Price by negotiation,House
067T0AI8DZHLMQM86K1S,Pukekohe,3,1,,,"Asking price $789,000",House
U3YR4REGCS6TR087LNDQ,Eden Terrace,3,2,,,Price by negotiation,Apartment
AZIOVW234NZUAA8KKIXA,Pukekohe,4,3,,,Price by negotiation,Townhouse
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 18 May, 8:38?€?pm",House
5GLTO78EU2QX2IA3QQXG,City Centre,2,1,,,"Asking price $559,000",Apartment
Iconic Foothold In Remuera,Remuera,2,1,,,"Auction on 22 May, 10:00?€?am",Apartment
"BEAUTIFUL BUSH, BIRDSONG & PRIVACY - MERE MINU...",Buckland,4,2,34400,,Price by negotiation,Dwelling
MORTGAGEE SALE,Northpark,4,3,700,,"Auction on 15 Jun, 8:31?€?pm",House
Test the date occurence hello,Hobsonville,4,2,400,,"Asking price $10,000",House
HQ6ORFRRIELO8Q26UA9W,Henderson,2,1,79,,"Asking price $775,000",Townhouse
CARBIMEZHCRIHNO4PEBJ,Epsom,2,2,27645,,"Asking price $3,450,000",Apartment
QE5GMUFT1IAJU7AJ1CKI,Karaka,5,4,555,,"Asking price $1,750,000",House
PHQFYOK1FYQP3GUZPIJJ,City Centre,1,1,,,"Asking price $829,000",Apartment
SNBRBYFDQGXI0IS6W7Y8,Tuakau,4,1,586,,Price by negotiation,House
Brand New 3 Bedrooms with 3 Ensuites Residence,Te Atatu South,3,3,,,Price by negotiation,Townhouse
"Affordable, Brand New and Location",Te Atatu South,4,3,,,"Asking price $829,000",Townhouse
"Auction Alert: Must Sell! CCC Issued, Move-in ...",Ellerslie,2,2,,,"Auction on 15 Jun, 5:03?€?am",Townhouse
LASMO5WXRW7XW79DAJ2O,Glenbrook,,,542,,Price by negotiation,Section
AH4TF78J1NPF6CWMGFLN,Remuera,5,4,1522,,Price by negotiation,House
HGSAS9SC44YY4QRBEKUX,City Centre,1,1,,,Price by negotiation,House
BYK81XCTWDDK88RPFXZY,Eden Terrace,2,2,,,"Asking price $575,000",Apartment
IEI3UJ3QX5VODV4PQ12R,Awhitu,6,3,72800,,"For sale by tender,  4 Jun",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 May, 8:22?€?pm",Apartment
City Elegance - Twilight Haven!,City Centre,2,1,,,Price by negotiation,Apartment
MASSIVE SIZE & FULLY RENOVATED,City Centre,3,2,,,Price by negotiation,Apartment
"Premier Position, Portfolio Potential",Remuera,2,1,,,"Auction on 14 Jun, 8:11?€?pm",Unit
0AVDQPM96A7ZCM59AVTA,Paerata,4,3,519,,Price by negotiation,House
R70MSNH98MMHP0N6HBX0,Te Atatu South,2,1,,,"Asking price $729,000",Townhouse
W95DSEKB9SDW8VWAWJ0G,Tuakau,4,1,537,,Price by negotiation,House
F1A6KC9U68D0LZFXNB7O,Glenbrook,,,568,,Price by negotiation,Section
LS8MV85CEZAM06TDF9AU,Drury,,,,,Price by negotiation,Bare land
Best buy in Queen Square,City Centre,1,1,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 17 May, 3:06?€?pm",Bare land
Cozy Home with Private Garden,Pukekohe,3,1,,,"Auction on 14 Jun, 3:04?€?pm",Unit
Exciting Opportunity in Papakura!,Papakura,4,2,,,Price by negotiation,Townhouse
5HEXQG1U0D92VUYN7BXK,Pukekohe,3,1,779,,Price by negotiation,House
4QG6OKCSOQFON8QC74O0,Mangatangi,4,3,55600,,"Asking price $1,995,000",Dwelling
FE7BA8UMTHL440GY35RL,Pukekohe,3,1,741,,Price by negotiation,House
1TIV3C114CCYPE2P4JBY,Mount Albert,2,2,76,,"Asking price $1,125,000",Townhouse
PB0I5UBE9A8ZH2LNALZJ,Parnell,4,3,,,Price by negotiation,House
Q24URFZB41J71A33RAH5,Karaka,3,2,175,,"Asking price $799,000",Townhouse
Time to start your dream home,Pokeno,,,1000,,"Auction on 17 May, 10:49?€?am",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 May, 10:48?€?am",House
7R6E7J00B24XV7Y0CT1M,Remuera,2,1,,,"Auction on 29 May, 10:00?€?am",Unit
LUXURIOUS PARKSIDE LIVING,Pukekohe,3,1,,,Price by negotiation,House
Seaview Apartment in Auckland Uni Precinct,City Centre,1,1,,,"Asking price $329,000",House
"CCC is nearing, and apartments are ready for v...",Grey Lynn,1,1,,,Price by negotiation,Apartment
GOOD THINGS COME IN A LITTLE PACKAGE,City Centre,1,1,,,"Auction on 14 Jun, 10:42?€?am",Apartment
ZGKWC9FG8WYOKGJ36C82,City Centre,2,1,,,"Asking price $360,000",Apartment
I4JNUA2SEY63F821I5BL,Bombay,6,3,7500,,Price by negotiation,Dwelling
EISCNS16YYJN423WVEMU,Onehunga,4,3,,,Price by negotiation,Townhouse
47J2C8K5CZTX9SPBM6SF,Karaka,4,2,6900,,Price by negotiation,Dwelling
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 17 May, 10:19?€?am",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 May, 10:19?€?am",House
Sophisticated Living in a Brand New Home!,City Centre,2,2,,,"Asking price $1,200,000",Apartment
Attention! Invest or Nest,Papakura,3,1,428,,"Asking price $820,000",House
MORTGAGEE SALE,East Tamaki Heights,5,3,756,,"Auction on 14 Jun, 10:13?€?am",House
N06U5X1X55NVVH7FQPRX,Remuera,2,3,,,Price by negotiation,Apartment
EQA1SFEAING1DHVXOMEO,Glenbrook,,,563,,Price by negotiation,Section
TE0WBU82XUP40QWBFZQ7,Glen Eden,3,1,137,,"Asking price $750,000",Townhouse
31HYWXOZ6A70TP9FGTIP,City Centre,1,1,,,"Asking price $929,000",Apartment
OEP22MUC8A6HTD3BBHIC,Riverhead,3,2,73248,,Price by negotiation,House
PERKS & GUARANTEED INCOME,Albany,1,1,,,"Asking price $215,000",Apartment
"Brand new, Freehold and Affordable!",Onehunga,4,3,,,Price by negotiation,Townhouse
Motivated Vendor says Present Offers,Mount Wellington,2,2,85,,Price by negotiation,Townhouse
Motivated Vendor Wants it Sold!,Hauraki,4,3,145,,"Auction on 14 Jun, 9:50?€?am",House
LUXURIOUS PARKSIDE LIVING,Pukekohe,3,1,115,,Price by negotiation,Townhouse
Time to start your dream home,Pokeno,2,3,1000,,"Auction on 16 May, 4:36?€?pm",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 16 May, 4:36?€?pm",Unit
MORTGAGEE SALE,Otahuhu,3,1,808,,"Auction on 13 Jun, 4:34?€?pm",House
"LOCATION, VIEWS, FREEHOLD + CAR PARK!",Grafton,2,1,,,"Auction on 15 May, 10:00?€?am",Apartment
TPY0VLB2G7F73DW35F0U,Pukekohe,3,1,779,,Price by negotiation,House
1E7YLJ7SG1OPTV1G99E3,Hillsborough,3,1,880,,"Auction on 5 Jun, 10:00?€?am",House
